"year","type_of_violence","conflict_name","side_a","side_b","source_date","country","event_clarity","deaths_civilians","date_start","date_end"
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,0,2024-01-03,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,0,2024-01-03,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,1,2024-01-03,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,4,2024-01-03,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03;2024-01-04","Israel",1,0,2024-01-03,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03;2024-01-03","Israel",1,0,2024-01-03,2024-01-03
2024,1,"Turkey: Kurdistan","Government of Turkey","PKK","2024-01-02","Iraq",1,0,2024-01-02,2024-01-02
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,0,2024-01-03,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,0,2024-01-03,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,0,2024-01-03,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,0,2024-01-03,2024-01-03
2024,3,"IS - Civilians","IS","Civilians","2024-01-06;2024-01-06;2024-01-06;2024-01-07;2024-01-06;2024-01-07;2024-01-07;2024-01-07;2024-01-07;2024-01-07;2024-01-06;2024-01-08;2024-01-06;2024-01-07;2024-01-08;2024-01-31;2024-01-11","Afghanistan",1,5,2024-01-06,2024-01-06
2024,3,"Government of Afghanistan - Civilians","Government of Afghanistan","Civilians","2024-01-02","Afghanistan",1,0,2024-01-01,2024-01-01
2024,3,"IS - Civilians","IS","Civilians","2024-01-31;2024-01-06;2024-01-05","Afghanistan",1,1,2024-01-02,2024-01-02
2024,3,"Government of Afghanistan - Civilians","Government of Afghanistan","Civilians","2024-01-04","Afghanistan",1,0,2024-01-04,2024-01-04
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-07","Syria",1,0,2024-01-07,2024-01-07
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-07","Syria",1,0,2024-01-07,2024-01-07
2024,2,"SNA - SDF","SNA","SDF","2024-01-07","Syria",1,0,2024-01-07,2024-01-07
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-07","Syria",1,1,2024-01-07,2024-01-07
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-07","Syria",1,0,2024-01-07,2024-01-07
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-06","Syria",1,0,2024-01-06,2024-01-06
2024,1,"Somalia: Government","Government of Somalia","Al-Shabaab","2024-01-02","Somalia",1,0,2024-01-02,2024-01-02
2024,1,"Yemen (North Yemen): Government","Government of Yemen (North Yemen)","Forces of the Presidential Leadership Council","2024-01-05","Yemen (North Yemen)",1,1,2024-01-01,2024-01-03
2024,1,"Yemen (North Yemen): Government","Government of Yemen (North Yemen)","Forces of the Presidential Leadership Council","2024-01-07","Yemen (North Yemen)",1,1,2024-01-05,2024-01-05
2024,1,"Syria: Islamic State","Government of Syria","IS","2024-01-10","Syria",1,0,2024-01-10,2024-01-10
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-09","Syria",1,0,2024-01-09,2024-01-09
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-09","Syria",1,0,2024-01-09,2024-01-09
2024,3,"XXX770 - Civilians","XXX770","Civilians","2024-01-02;2024-01-03;2024-01-02","Pakistan",1,6,2024-01-01,2024-01-02
2024,1,"Pakistan: Government","Government of Pakistan","TTP","2024-01-02;2024-01-03","Pakistan",1,0,2024-01-02,2024-01-02
2024,3,"XXX750 - Civilians","XXX750","Civilians","2024-01-02;2024-01-12;2024-01-01","India",1,4,2024-01-01,2024-01-01
2024,1,"Pakistan: Government","Government of Pakistan","TTP","2024-01-10;2024-01-07;2024-01-09","Pakistan",1,1,2024-01-10,2024-01-10
2024,1,"Pakistan: Government","Government of Pakistan","TTP","2024-01-11;2024-01-10;2024-01-10","Pakistan",1,0,2024-01-10,2024-01-10
2024,1,"Australia, Bahrain, Canada, France, Italy, Netherlands, New Zeeland, Norway, Spain, United Kingdom, United States of America - Yemen","Government of Australia, Government of Bahrain, Government of Canada, Government of France, Government of Italy, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Spain, Government of United Kingdom, Government of United States of America","Government of Yemen (North Yemen)","2024-01-13;2024-01-12;2024-01-12;2024-01-12","Yemen (North Yemen)",1,0,2024-01-11,2024-01-12
2024,2,"XXX771 - XXX771","XXX771","XXX771","2024-01-06","Bangladesh",1,0,2024-01-04,2024-01-04
2024,2,"XXX771 - XXX771","XXX771","XXX771","2024-01-05;2024-01-04","Bangladesh",1,0,2024-01-04,2024-01-04
2024,2,"XXX771 - XXX771","XXX771","XXX771","2024-01-04;2024-01-05","Bangladesh",1,0,2024-01-04,2024-01-04
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-19","Syria",1,0,2024-01-19,2024-01-19
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-19","Syria",1,0,2024-01-18,2024-01-18
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-19","Syria",1,0,2024-01-19,2024-01-19
2024,1,"Syria: Islamic State","Government of Syria","IS","2024-01-18","Syria",1,0,2024-01-18,2024-01-18
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-18","Syria",1,1,2024-01-18,2024-01-18
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-02","Israel",1,5,2024-01-02,2024-01-02
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",2,0,2024-01-02,2024-01-03
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03;2024-02-27","Israel",2,0,2024-01-02,2024-01-02
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,9,2024-01-02,2024-01-02
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,0,2024-01-02,2024-01-02
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-03","Israel",1,1,2024-01-02,2024-01-02
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-04","Israel",2,0,2024-01-03,2024-01-04
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-04;2024-01-04","Israel",1,14,2024-01-04,2024-01-04
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-04","Israel",1,6,2024-01-04,2024-01-04
2024,1,"Israel: Palestine","Government of Israel","PIJ","2024-01-04","Israel",1,0,2024-01-04,2024-01-04
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-05","Israel",2,0,2024-01-04,2024-01-05
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-05","Israel",1,0,2024-01-04,2024-01-04
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-05","Israel",1,5,2024-01-04,2024-01-04
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-05","Israel",1,3,2024-01-04,2024-01-04
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-05","Israel",1,5,2024-01-04,2024-01-04
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-05","Israel",1,0,2024-01-05,2024-01-05
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-05","Israel",1,0,2024-01-05,2024-01-05
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",2,0,2024-01-05,2024-01-07
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07;2024-02-27","Israel",2,0,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,0,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,0,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,0,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,25,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,11,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,0,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,0,2024-01-07,2024-01-07
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,4,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-07","Israel",1,7,2024-01-07,2024-01-07
2024,1,"Israel: Palestine","Government of Israel","PIJ","2024-01-07","Israel",1,0,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-08","Israel",2,0,2024-01-07,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-08","Israel",1,6,2024-01-07,2024-01-07
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-08","Israel",1,0,2024-01-07,2024-01-07
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-08","Israel",1,0,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-08","Israel",1,0,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-08","Israel",1,4,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-08","Israel",1,8,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","PIJ","2024-01-08","Israel",1,0,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-09","Israel",2,0,2024-01-08,2024-01-09
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-09;2024-02-27","Israel",2,0,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-09","Israel",1,0,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-09","Israel",1,0,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-09","Israel",1,0,2024-01-08,2024-01-08
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-09","Israel",1,0,2024-01-09,2024-01-09
2024,1,"Israel: Palestine","Government of Israel","Palestinian insurgents","2024-01-09","Israel",1,0,2024-01-09,2024-01-09
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-10","Israel",2,0,2024-01-09,2024-01-10
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-11;2024-02-27","Israel",2,0,2024-01-09,2024-01-09
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-10;2024-01-10","Israel",1,6,2024-01-10,2024-01-10
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-10","Israel",1,0,2024-01-10,2024-01-10
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-10","Israel",1,10,2024-01-09,2024-01-09
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-09","Israel",1,0,2024-01-09,2024-01-09
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-10","Israel",1,0,2024-01-09,2024-01-09
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-10","Israel",1,1,2024-01-09,2024-01-09
2024,1,"DR Congo (Zaire): Government","Government of DR Congo (Zaire)","AFC","2024-01-17;2024-02-13;2024-02-13;2024-02-15;2024-01-17;2024-01-25;2024-01-17;2024-01-17","DR Congo (Zaire)",1,0,2024-01-16,2024-01-16
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-01","Israel",1,0,2024-01-01,2024-01-01
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-01","Israel",1,0,2024-01-01,2024-01-01
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-01","Israel",1,0,2024-01-01,2024-01-01
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-01","Israel",1,15,2024-01-01,2024-01-01
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-01","Israel",1,0,2024-01-01,2024-01-01
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-01","Israel",1,0,2024-01-01,2024-01-01
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-02","Syria",1,1,2024-01-02,2024-01-02
2024,1,"Syria: Islamic State","Government of Syria","IS","2024-01-02","Syria",1,0,2024-01-02,2024-01-02
2024,1,"Syria: Islamic State","Government of Syria","IS","2024-01-01","Syria",1,0,2024-01-01,2024-01-01
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-01","Syria",1,3,2024-01-01,2024-01-01
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-01","Syria",1,0,2024-01-01,2024-01-01
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-01","Syria",1,0,2024-01-01,2024-01-01
2024,1,"Iraq: Government","Government of Iraq","IS","2024-01-02","Iraq",1,0,2024-01-02,2024-01-02
2024,3,"IS - Civilians","IS","Civilians","2024-01-03;2024-01-03;2024-01-04;2024-01-04;2024-01-04;2024-01-05;2024-03-04","Iran",1,84,2024-01-03,2024-01-03
2024,2,"IS - SDF","IS","SDF","2024-01-03","Syria",1,0,2024-01-03,2024-01-03
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-03","Syria",1,0,2024-01-03,2024-01-03
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-03","Syria",1,0,2024-01-02,2024-01-02
2024,1,"Syria: Islamic State","Government of Syria","IS","2024-01-02","Syria",1,0,2024-01-02,2024-01-02
2024,2,"IS - SDF","IS","SDF","2024-01-02","Syria",1,0,2024-01-02,2024-01-02
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-02","Israel",1,16,2024-01-02,2024-01-02
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-02","Israel",1,0,2024-01-02,2024-01-02
2024,1,"India: Kashmir","Government of India","Kashmir insurgents","2024-01-06;2024-01-07;2024-01-05;2024-01-06;2024-01-05","India",1,0,2024-01-05,2024-01-05
2024,1,"Somalia: Government","Government of Somalia","Al-Shabaab","2024-01-07;2024-01-07","Somalia",1,0,2024-01-06,2024-01-06
2024,1,"Somalia: Government","Government of Somalia","Al-Shabaab","2024-01-10","Somalia",1,0,2024-01-09,2024-01-09
2024,1,"Cameroon: Ambazonia","Government of Cameroon","Ambazonia insurgents","2024-01-11","Cameroon",1,0,2024-01-09,2024-01-09
2024,3,"Government of Cameroon - Civilians","Government of Cameroon","Civilians","2024-01-11","Cameroon",1,1,2024-01-11,2024-01-11
2024,2,"Kuki - Meitei","Kuki","Meitei","2024-01-27","India",1,0,2024-01-27,2024-01-27
2024,2,"Kuki - Meitei","Kuki","Meitei","2024-01-27","India",1,0,2024-01-27,2024-01-27
2024,3,"SOREPA - Civilians","SOREPA","Civilians","2024-01-28","India",1,1,2024-01-28,2024-01-28
2024,2,"Kuki - Meitei","Kuki","Meitei","2024-01-30;2024-01-31","India",1,0,2024-01-30,2024-01-30
2024,3,"XXX750 - Civilians","XXX750","Civilians","2024-01-06;2024-01-08","India",1,1,2024-01-06,2024-01-06
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-24","Israel",1,3,2024-01-24,2024-01-24
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-24","Israel",1,0,2024-01-23,2024-01-23
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-25","Israel",1,4,2024-01-25,2024-01-25
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-25","Israel",1,0,2024-01-25,2024-01-25
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-25","Israel",1,3,2024-01-25,2024-01-25
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-25","Israel",1,20,2024-01-25,2024-01-25
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-25","Israel",1,3,2024-01-25,2024-01-25
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-26","Israel",1,1,2024-01-26,2024-01-26
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-26","Israel",1,0,2024-01-26,2024-01-26
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-27","Israel",1,0,2024-01-27,2024-01-27
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-27","Israel",1,0,2024-01-27,2024-01-27
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-27","Israel",1,0,2024-01-27,2024-01-27
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-28","Israel",1,0,2024-01-28,2024-01-28
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-28","Israel",1,0,2024-01-28,2024-01-28
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-28","Israel",1,0,2024-01-28,2024-01-28
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-28","Israel",1,0,2024-01-28,2024-01-28
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-28","Israel",1,0,2024-01-28,2024-01-28
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-29","Israel",1,4,2024-01-29,2024-01-29
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-29","Israel",1,0,2024-01-29,2024-01-29
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-29","Israel",1,3,2024-01-29,2024-01-29
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-29","Israel",1,0,2024-01-29,2024-01-29
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-29","Israel",1,0,2024-01-29,2024-01-29
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-30","Israel",1,20,2024-01-30,2024-01-30
2024,3,"IS - Civilians","IS","Civilians","2024-01-11;2024-01-02;2024-02-06;2024-01-09","Cameroon",1,4,2024-01-01,2024-01-01
2024,3,"IS - Civilians","IS","Civilians","2024-01-11","Cameroon",1,1,2024-01-01,2024-01-01
2024,2,"Comités locaux de vigilance - IS","Comités locaux de vigilance","IS","2024-01-11;2024-01-05","Cameroon",1,0,2024-01-04,2024-01-04
2024,3,"IS - Civilians","IS","Civilians","2024-01-11;2024-01-19","Cameroon",1,0,2024-01-06,2024-01-06
2024,1,"Syria: Government","Government of Syria","Syrian insurgents","2024-01-11","Syria",1,0,2024-01-11,2024-01-11
2024,2,"IS - SDF","IS","SDF","2024-01-11","Syria",1,0,2024-01-11,2024-01-11
2024,1,"Syria: Islamic State","Government of Syria","IS","2024-01-11","Syria",1,0,2024-01-11,2024-01-11
2024,1,"Syria: Islamic State","Government of Syria","IS","2024-01-11","Syria",1,0,2024-01-09,2024-01-09
